,review
1281," really good to walk while tasting emotions in Tokai Shichi Fukujin./Softbank Shop I went to Softbank Shop.There are only left front, small, and three mediums.There is no escalator in the ticket gate./Keikyu's local station that stops outside of each station. "
1282,JR Omori is a good idea to use it.) 
1283," There is only Yoshinoya Small Dong -dong behind it.It is the closest station of the Sinagawa Aquarium.The ticket gate is a little far away ./ Usually.Ina Pleasant is about 120km, so the video is a perfect place/usually stops in the video, but something is good.There is a hotel and a supermarket on the east.There is a large Ito Yokado nearby ./ The Omori Coast is usually a dedicated stop "
1284," is cautious/another delicious, because there was a park in the station, it was a park when you got off the elevator at the station.Since it is a station, there are many passage trains.Then mix and mix.Pungmul!Hey Wajima Gyeongjeong Various Station (Laughter).It is inevitable."
1285,"There are no large commercial facilities around the station, but there are various shops.There are many restaurants in Super, McDodo, Matsukiyo, Candu, and Convenience Stores.The station is small, but the staff are also resident.In addition, there is also a taxi on the road to the left hand to the left hand.It is a adjacent small station./ The specialty does not stop at the station of the Keikyu Main Line, but the express or airport express is stopped throughout the morning and evening. "
1286,"In addition, all airport expresses are open to Haneda Airport, so you need to transfer to Yokohama's side in the Keikyu Kamata Station.There is a beach park in Omori's hometown with the forest park and artificial sandy beach.When the race is held at the Jima Racecourse, there is a free Song Young bus from the station in front of the station to the Gyeongjangjang.There is a coin bus (100 yen).Please use. "
1287," The two buses can be used for those who use big fan peace in the Peace Theater, Hot Springs and Cinema, which are the high -ranking stores.If you are a one -coin bus, you can get a ticket for free.Go up to the second floor through the ticket gate. "
1288," has an escalator.The branch of the station does not include the site of the station (the station in the land is a monorail of the landfill, the distribution center station), 700m (9 minutes on foot) from the station, but the peace of the nation is also reasonable,I think it is a name.The name of peace was deliberately supported and guessed by gambling, but it was the back of that side, like the trace of the A -class war criminal in the Pacific War.Is not an open space, and it is not a sense of entering Amakura.Usually the nearest station of the same kind of public gambling is maintained to corresponds to the division, and around various shops waiting to smoke Abuku coins, but it is light.There is a spa in the part of the facility, and if everything is completed inside. "
1289, Refreshing Credit Bank Mikhara branch: 350m (8 minutes walk) 
1290, Post Office: \Special Observatory: 650m (8 minutes) 
1291, Peace Forest Park: 450m (6 minutes walk) 
1292," Heywajima Park: 800m (10 minutes walk)/The station was kind, but I saw a person who was in progress and fighting from the day.朝 の い い い い い い い い い い \ \ の の の の の の の の の 不 不 不 不 不 不 不 不 い い い い い "
1293," If you go down the station, Sobaya's flower shop, which is eaten in Matsukiyo, Baekno, Tori, Mac, and Kentucky, can also be shopping because there is also a Keikyu Store in front and next side!In the nearest station, it became more convenient than before use when using the express express./ Currently, the home door installation work is a limited express station, but it is rarely running.There is almost no square in front of the station because there is a fantasy line 7 in the reverse man.Or use Omori Coast Station.In this area, it is a convenient station to Haneda Airport.It is also good to relax in front of the station.It was about 13 minutes, but it was a festival, but I couldn't sit and it was quite crowded ./ Today I was looking forward to "
1294," I closed the diaper shop near the ticket gate.The specialty does not stop at the main line, but the express or airport express is stopped over the morning and evening.It is necessary to transfer to Yokohama because it is excited. It is necessary to transfer to the Keikyu Kamata Station.There is a beach park in the hometown of Omori.In the time of the time, there is a free Song Young bus from the station to the Gyeongjongjang, which is very convenient and beneficial..Please use. "
